b1	b2	b3	b4	b5	partija	apylinkė
16	29	32	106	-	Liberalai	Zanavykų(64)-Baltrušių(5)
5	9	30	47	99	ValstŽal	Diplomatinė-Egiptas(13)
7	41	45	100	-	LaisvSąjung	Kuršo(37)-Raguviškių(35)
1	2	21	78	93	Krivick	Diplomatinė-Kanada(2301)
1	14	29	54	101	LaisvSąjung	Anykščių(49)-Šerių(16)
4	20	52	58	65	Tautininkai	Kuršo(37)-Notėnų(17)
1	5	13	50	131	DarboPartija	Vilkaviškio(68)-Karalkrėslio(26)
12	22	36	40	90	LenkųAkcija	Biržų(48)-Skverbų(19)
4	32	48	53	63	Tautininkai	Sėlos(50)-Kairelių(29)
9	20	53	57	61	Krivick	Šalčininkų(56)-Dailidžių(35)
16	38	40	46	61	Tautininkai	Biržų(48)-Ramongalių(30)
26	29	40	52	54	Tautininkai	Panerių(11)-Užusienio(464)
44	50	52	56	-	LenkųAkcija	Kelmės(41)-Liolių(17)
1	30	48	61	64	Tautininkai	Aukštaitijos(28)-Naujarodžių(12)
1	7	13	89	94	LaisvSąjung	Vilkaviškio(68)-Bačkiškių(14)
6	15	17	66	101	LaisvSąjung	Sėlos(50)-Naivių(13)
3	41	43	58	62	Tautininkai	Nalšios(53)-Magūnų(22)
1	31	41	60	75	LaisvSąjung	Lazdijų(71)-Teizų(25)
1	2	58	61	88	Krivick	Šalčininkų(56)-Čiužiakampio(9)
7	14	52	138	-	SocDemai	Šalčininkų(56)-Tausiūnų(37)
1	37	55	62	65	Tautininkai	Raseinių(42)-Lyduvėnų(34)
22	33	44	55	66	LenkųAkcija	Prienų(67)-Kęstučio(3)
5	19	23	82	94	LaisvSąjung	Kaišiadorių(59)-Zūbiškių(24)
4	32	41	46	101	LaisvSąjung	Pietų(33)-Kivylių(32)
2	4	8	82	134	LenkųAkcija	Radviliškio(44)-Šeduvos(34)
1	7	15	107	108	LaisvSąjung	Vilkaviškio(68)-Gražiškių(38)
5	19	29	65	124	TvarkTeis	Diplomatinė-Ispanija(1701)
12	20	23	93	96	LaisvSąjung	Akmenės(39)-Pievėnų(35)
5	38	44	66	91	LaisvSąjung	Kėdainių(43)-Lančiūnavos(16)
1	14	29	74	134	LenkųAkcija	Kėdainių(43)-Keleriškių(12)
2	44	52	69	87	LenkųAkcija	Molėtų(54)-Šešuolėlių(22)
1	15	29	82	128	LenkųAkcija	Kretingos(36)-Kretingos(6)
9	11	34	81	123	LenkųAkcija	Kelmės(41)-Bazilionų(12)
11	14	32	95	107	LenkųAkcija	Kėdainių(43)-Senamiesčio(38)
7	21	101	134	-	LenkųAkcija	Raseinių(42)-Viduklės(9)
1	14	43	100	108	LaisvSąjung	Kuršėnų(45)-Micaičių(30)
46	48	52	54	66	Tautininkai	Kaišiadorių(59)-Stoniavos(12)
2	27	67	89	90	Krivick	Varėnos(70)-Salkininkų(40)
11	33	45	55	138	LenkųAkcija	Jurbarko(62)-Pagėgių(5)
3	8	43	111	121	DarboPartija	Diplomatinė-Suomija(37)
1	68	71	72	76	LaisvSąjung	Pasvalio(47)-Kauksnųjų(13)
2	30	75	90	93	ValstŽal	Diplomatinė-Kinija(26)
1	15	29	111	137	LenkųAkcija	Diplomatinė-Olandija(30)
15	29	82	91	95	LenkųAkcija	Molėtų(54)-Čiobiškio(5)
1	13	84	107	108	LaisvSąjung	Sūduvos(63)-Radiškės(9)
5	15	72	109	113	DarboPartija	Utenos(51)-Vilučių(27)
21	37	52	81	127	LenkųAkcija	Ukmergės(61)-Lyduokių(26)
37	41	51	89	102	LaisvSąjung	Kuršo(37)-Mančių(13)
62	63	64	65	66	Tautininkai	Biržų(48)-Kupreliškio(21)
5	11	75	112	121	LenkųAkcija	Žiemgalos(46)-Vijolių(3)
23	30	80	99	101	LaisvSąjung	Molėtų(54)-Alionių(4)
1	29	43	128	134	LenkųAkcija	Utenos(51)-Leliūnų(14)
7	23	75	107	134	TvarkTeis	Diplomatinė-Kazachstanas-Almata(25)
40	69	79	89	101	LaisvSąjung	Nemenčinės(55)-Glitiškių(34)
18	47	94	118	131	LenkųAkcija	Marijampolės(29)-Narto(2)
11	83	109	110	134	LenkųAkcija	Žiemgalos(46)-Ginkūnų(1)
79	80	95	97	99	LenkųAkcija	Biržų(48)-Paketurių(15)
52	85	91	112	130	LenkųAkcija	Jurbarko(62)-Armeniškių(18)
83	84	100	101	125	LenkųAkcija	Kėdainių(43)-Beinaičių(5)
38	120	121	122	123	LenkųAkcija	Aušros(25)-Žaliūkių(29)
6	136	137	138	139	LenkųAkcija	Žiemgalos(46)-Kairių(13)
135	136	137	138	139	LenkųAkcija	Žiemgalos(46)-Jurdaičių(34)
